"SchoolYear","State","LEA_ID","LEA","Group","Description","Value","Value_Min","Value_Max","Denominator","Grade","Subject"
"2018-2019","OHIO",3904865,"Switzerland of Ohio Local",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,130,"High School","Mathematics"
"2018-2019","OHIO",3904867,"Brookville Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,141,"High School","Mathematics"
"2018-2019","OHIO",3904868,"Jefferson Township Local",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,26,"High School","Mathematics"
"2018-2019","OHIO",3904869,"Trotwood-Madison City",583,"Performance on Statewide Mathematics Assessment","10-14",10,14,216,"High School","Mathematics"
"2018-2019","OHIO",3904870,"Mad River Local",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,271,"High School","Mathematics"
"2018-2019","OHIO",3904871,"New Lebanon Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,92,"High School","Mathematics"
"2018-2019","OHIO",3904872,"Northmont City",583,"Performance on Statewide Mathematics Assessment","53",53,53,420,"High School","Mathematics"
"2018-2019","OHIO",3904873,"Northridge Local",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,111,"High School","Mathematics"
"2018-2019","OHIO",3904874,"Valley View Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,157,"High School","Mathematics"
"2018-2019","OHIO",3904875,"Huber Heights City",583,"Performance on Statewide Mathematics Assessment","32",32,32,499,"High School","Mathematics"
"2018-2019","OHIO",3904877,"Morgan Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,151,"High School","Mathematics"
"2018-2019","OHIO",3904879,"Cardington-Lincoln Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,80,"High School","Mathematics"
"2018-2019","OHIO",3904880,"Highland Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,127,"High School","Mathematics"
"2018-2019","OHIO",3904881,"Northmor Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,101,"High School","Mathematics"
"2018-2019","OHIO",3904883,"East Muskingum Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,177,"High School","Mathematics"
"2018-2019","OHIO",3904884,"Franklin Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,137,"High School","Mathematics"
"2018-2019","OHIO",3904885,"Maysville Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,150,"High School","Mathematics"
"2018-2019","OHIO",3904887,"Tri-Valley Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,223,"High School","Mathematics"
"2018-2019","OHIO",3904888,"West Muskingum Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,115,"High School","Mathematics"
"2018-2019","OHIO",3904890,"Noble Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,68,"High School","Mathematics"
"2018-2019","OHIO",3904892,"Benton Carroll Salem Local",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,120,"High School","Mathematics"
"2018-2019","OHIO",3904893,"Danbury Local",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,41,"High School","Mathematics"
"2018-2019","OHIO",3904894,"Genoa Area Local",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,110,"High School","Mathematics"
"2018-2019","OHIO",3904897,"Put-In-Bay Local",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,2,"High School","Mathematics"
"2018-2019","OHIO",3904899,"Antwerp Local",583,"Performance on Statewide Mathematics Assessment","70-79",70,79,60,"High School","Mathematics"
"2018-2019","OHIO",3904900,"Twin Valley Community Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,69,"High School","Mathematics"
"2018-2019","OHIO",3904903,"Wayne Trace Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,75,"High School","Mathematics"
"2018-2019","OHIO",3904905,"Northern Local",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,133,"High School","Mathematics"
"2018-2019","OHIO",3904906,"Southern Local",583,"Performance on Statewide Mathematics Assessment","30-39",30,39,56,"High School","Mathematics"
"2018-2019","OHIO",3904908,"Logan Elm Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,184,"High School","Mathematics"
"2018-2019","OHIO",3904909,"Teays Valley Local",583,"Performance on Statewide Mathematics Assessment","65",65,65,333,"High School","Mathematics"
"2018-2019","OHIO",3904910,"Westfall Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,86,"High School","Mathematics"
"2018-2019","OHIO",3904912,"Eastern Local School District",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,78,"High School","Mathematics"
"2018-2019","OHIO",3904913,"Scioto Valley Local",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,80,"High School","Mathematics"
"2018-2019","OHIO",3904914,"Waverly City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,167,"High School","Mathematics"
"2018-2019","OHIO",3904915,"Western Local",583,"Performance on Statewide Mathematics Assessment","LE10",0,10,49,"High School","Mathematics"
"2018-2019","OHIO",3904917,"Aurora City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,219,"High School","Mathematics"
"2018-2019","OHIO",3904918,"Crestwood Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,107,"High School","Mathematics"
"2018-2019","OHIO",3904919,"Field Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,136,"High School","Mathematics"
"2018-2019","OHIO",3904920,"James A Garfield Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,124,"High School","Mathematics"
"2018-2019","OHIO",3904921,"Rootstown Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,107,"High School","Mathematics"
"2018-2019","OHIO",3904922,"Southeast Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,135,"High School","Mathematics"
"2018-2019","OHIO",3904923,"Streetsboro City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,180,"High School","Mathematics"
"2018-2019","OHIO",3904924,"Waterloo Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,99,"High School","Mathematics"
"2018-2019","OHIO",3904926,"Tri-County North Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,76,"High School","Mathematics"
"2018-2019","OHIO",3904927,"National Trail Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,101,"High School","Mathematics"
"2018-2019","OHIO",3904928,"Preble Shawnee Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,110,"High School","Mathematics"
"2018-2019","OHIO",3904931,"Columbus Grove Local",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,75,"High School","Mathematics"
"2018-2019","OHIO",3904932,"Continental Local",583,"Performance on Statewide Mathematics Assessment","30-39",30,39,34,"High School","Mathematics"
"2018-2019","OHIO",3904933,"Jennings Local",583,"Performance on Statewide Mathematics Assessment","GE80",80,100,21,"High School","Mathematics"
"2018-2019","OHIO",3904934,"Kalida Local",583,"Performance on Statewide Mathematics Assessment","80-89",80,89,46,"High School","Mathematics"
"2018-2019","OHIO",3904935,"Leipsic Local",583,"Performance on Statewide Mathematics Assessment","60-69",60,69,49,"High School","Mathematics"
"2018-2019","OHIO",3904936,"Miller City-New Cleveland Local",583,"Performance on Statewide Mathematics Assessment","70-79",70,79,36,"High School","Mathematics"
"2018-2019","OHIO",3904937,"Ottawa-Glandorf Local",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,116,"High School","Mathematics"
"2018-2019","OHIO",3904938,"Ottoville Local",583,"Performance on Statewide Mathematics Assessment","60-69",60,69,36,"High School","Mathematics"
"2018-2019","OHIO",3904939,"Pandora-Gilboa Local",583,"Performance on Statewide Mathematics Assessment","60-69",60,69,38,"High School","Mathematics"
"2018-2019","OHIO",3904941,"Clear Fork Valley Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,151,"High School","Mathematics"
"2018-2019","OHIO",3904942,"Crestview Local",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,101,"High School","Mathematics"
"2018-2019","OHIO",3904943,"Lexington Local",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,213,"High School","Mathematics"
"2018-2019","OHIO",3904944,"Lucas Local",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,59,"High School","Mathematics"
"2018-2019","OHIO",3904945,"Madison Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,235,"High School","Mathematics"
"2018-2019","OHIO",3904946,"Plymouth-Shiloh Local",583,"Performance on Statewide Mathematics Assessment","30-39",30,39,52,"High School","Mathematics"
"2018-2019","OHIO",3904947,"Ontario Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,174,"High School","Mathematics"
"2018-2019","OHIO",3904949,"Adena Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,95,"High School","Mathematics"
"2018-2019","OHIO",3904950,"Huntington Local",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,10,"High School","Mathematics"
"2018-2019","OHIO",3904951,"Paint Valley Local",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,74,"High School","Mathematics"
"2018-2019","OHIO",3904952,"Southeastern Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,80,"High School","Mathematics"
"2018-2019","OHIO",3904953,"Union-Scioto Local",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,153,"High School","Mathematics"
"2018-2019","OHIO",3904954,"Zane Trace Local",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,107,"High School","Mathematics"
"2018-2019","OHIO",3904956,"Lakota Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,98,"High School","Mathematics"
"2018-2019","OHIO",3904957,"Woodmore Local",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,71,"High School","Mathematics"
"2018-2019","OHIO",3904959,"Bloom-Vernon Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,73,"High School","Mathematics"
"2018-2019","OHIO",3904961,"Green Local",583,"Performance on Statewide Mathematics Assessment","11-19",11,19,58,"High School","Mathematics"
"2018-2019","OHIO",3904962,"Minford Local",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,101,"High School","Mathematics"
"2018-2019","OHIO",3904963,"Northwest Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,118,"High School","Mathematics"
"2018-2019","OHIO",3904964,"Valley Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,72,"High School","Mathematics"
"2018-2019","OHIO",3904965,"Washington-Nile Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,136,"High School","Mathematics"
"2018-2019","OHIO",3904966,"Wheelersburg Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,115,"High School","Mathematics"
"2018-2019","OHIO",3904968,"Seneca East Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,83,"High School","Mathematics"
"2018-2019","OHIO",3904970,"Hopewell-Loudon Local",583,"Performance on Statewide Mathematics Assessment","85-89",85,89,73,"High School","Mathematics"
"2018-2019","OHIO",3904971,"New Riegel Local",583,"Performance on Statewide Mathematics Assessment","60-79",60,79,28,"High School","Mathematics"
"2018-2019","OHIO",3904976,"Botkins Local",583,"Performance on Statewide Mathematics Assessment","60-69",60,69,47,"High School","Mathematics"
"2018-2019","OHIO",3904977,"Fairlawn Local",583,"Performance on Statewide Mathematics Assessment","30-39",30,39,37,"High School","Mathematics"
"2018-2019","OHIO",3904978,"Fort Loramie Local",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,83,"High School","Mathematics"
"2018-2019","OHIO",3904979,"Hardin-Houston Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,65,"High School","Mathematics"
"2018-2019","OHIO",3904981,"Russia Local",583,"Performance on Statewide Mathematics Assessment","GE80",80,100,25,"High School","Mathematics"
"2018-2019","OHIO",3904983,"Canton Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,153,"High School","Mathematics"
"2018-2019","OHIO",3904984,"Fairless Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,121,"High School","Mathematics"
"2018-2019","OHIO",3904985,"Jackson Local",583,"Performance on Statewide Mathematics Assessment","76",76,76,480,"High School","Mathematics"
"2018-2019","OHIO",3904986,"Lake Local",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,292,"High School","Mathematics"
"2018-2019","OHIO",3904987,"Louisville City",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,236,"High School","Mathematics"
"2018-2019","OHIO",3904988,"Marlington Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,166,"High School","Mathematics"
"2018-2019","OHIO",3904989,"Minerva Local",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,174,"High School","Mathematics"
"2018-2019","OHIO",3904990,"Northwest Local",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,148,"High School","Mathematics"
"2018-2019","OHIO",3904991,"Osnaburg Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,82,"High School","Mathematics"
"2018-2019","OHIO",3904992,"Perry Local",583,"Performance on Statewide Mathematics Assessment","46",46,46,341,"High School","Mathematics"
"2018-2019","OHIO",3904993,"Plain Local",583,"Performance on Statewide Mathematics Assessment","48",48,48,459,"High School","Mathematics"
"2018-2019","OHIO",3904994,"Sandy Valley Local",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,109,"High School","Mathematics"
"2018-2019","OHIO",3904995,"Tuslaw Local",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,122,"High School","Mathematics"
"2018-2019","OHIO",3904997,"Woodridge Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,169,"High School","Mathematics"
"2018-2019","OHIO",3904998,"Copley-Fairlawn City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,233,"High School","Mathematics"
